,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
2707,52352a5a-9da3-4d2d-9b4c-39fcba97bedc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Haduh bosss. Gimana mau dapet match... Kalo tiap buka aplikasi ngeclose terus. Parah.,1,2,11.21.0,2020-08-11 00:19:13,,,11.21.0
2708,fed3779f-beb9-4c08-8eb7-7f446539868b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Knp akun sy di blokir sepihak,padahal baru aj extend tinder gold seharusnya fasilitas ini masih bisa di gunakan sampai bulan November",2,2,13.19.0,2022-10-26 00:14:34,,,13.19.0
2709,1643f794-b14b-4b57-b5a9-2f07af00879a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Match nya sama terus, ga muncul jg chat dr match cm ada notifikasi pesan aja. Error kah?.",1,0,14.6.0,2023-09-18 15:05:23,,,14.6.0
2710,059f1625-c7f7-4c0e-a901-d3863ef0c9e8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Akun saya sudah tinder gold ,ini kok disuruh daftar ulang,dan loginbkenakun biasa malah ga bisa ya ??? Apa maksudnya? Gimana ini tinder?",1,8,14.17.0,2023-09-25 06:20:43,,,14.17.0
2711,1eabff17-83ac-4145-9c06-818fdd28ea88,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,min bantu saya membuka akun yg kekunci. niat saya mau hapus foto dan re upload yg baru. malah minta verifikasi ulang dan gagal trus kekunci. saya sudah langganan tinder + tiap bulan. help me please,5,8,14.24.2,2023-12-21 11:57:03,,,14.24.2
2712,9fc0299d-5440-42a8-a00b-9c164d1f5619,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mau masuk aja susah banget anjir. Mana gua tau gambar yang ngadep ke atas. Mana gua tau lagu yang paling sedih ga jelas,1,2,14.10.0,2023-06-20 05:50:31,,,14.10.0
2713,11ee7f1d-8ab0-40da-81ca-87446b736f5c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya sudah berhentikan langganan karena sepi namun tinder tetap terus mengambil uang saya di shoppeepay dan ini sangat merugikan saya, akhirnya saya hapus akun tinder dan tetap terus menagih di shopepay ini bener"" keterlaluan",1,0,,2023-10-10 16:07:44,,,
2714,dc416a4d-5e93-4679-8392-928fc6df8024,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus..cuma kalo kehabisan match harus bayar mohon di tingkatkan lagi agar lebih banyak matchnya,5,0,10.23.1,2019-09-13 23:45:40,,,10.23.1
2715,44d0ecec-3831-47bd-b398-63d2a895d5a0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Applikasi miskin. Untuk menampilkan jarak dan mengubah usia saja harus bayar dulu.,1,2,12.17.0,2021-10-18 08:48:55,,,12.17.0
2716,ea97da42-3ed1-47ed-bd40-c6e4ac4f4c68,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kok untuk login sekarang harus ada pilih gambar lagi yg saya bukan robot itu sih jadinya saya gak bisa login...aneh...,2,3,14.18.0,2023-09-29 06:29:08,,,14.18.0
2717,ab5f9695-fc66-4901-a6ac-7a5f8b412eee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya tidak bisa menambahkan foto, dan menemukan akun - akun yang itu - itu saja. Mohon diperbaiki.",2,0,10.23.2,2020-04-18 13:54:44,,,10.23.2
2718,59452ae2-5def-4096-a8f1-4d1da509a894,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kebanyakan cewek matre, walau muka editan jg. kalo blm merasa tajir mah, ga perlu download, percuma 😄😄",1,1,13.6.1,2022-05-17 13:24:00,,,13.6.1
2719,b32c57e7-28a0-470f-bc41-42ba11903339,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa sih sekarang mau loading aja pake ngisi TTS segala bikin ribet. Hapus tuh aplikasi tts segala. Pdhl udh kita disuruh bayar ada tts pula. Gak jelas lama lama bgni.,1,2,14.10.0,2023-06-14 06:53:53,,,14.10.0
2720,d637e93e-f0eb-4090-a2a1-cce226b5c5c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi berteman yg susah dpt teman....hrus bayarrrrrr..tantan dulu sgt oke,skrg hars berbayar jugaaaaa..lbh baik jgm buat aplikasi berteman saja...klo hrs bayar bayarr bayarrr...zaman bisnis hahahaha...",2,4,14.21.0,2023-11-06 14:41:16,,,14.21.0
2721,2e4b754c-c723-4c66-bcca-9f89b0468a4d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi pengemis, apa"" hrs bayar biar tau. Gak kayak apk sebelah,.... 2 bln pake, isinya cuman bayar, langganan",1,0,,2024-01-28 00:11:19,,,
2722,6464f8ec-eacb-48fa-8051-b78e956e44bb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Gak bagus gak usah di download lagi tinder ini gak punya etitut tiba2 di keluarkan sendiri tanpa alasan mau masuk lagi gak bisa aneh,1,2,14.23.0,2023-12-09 00:40:37,,,14.23.0
2723,4b6b434d-9019-4107-8ca0-10ee617aade4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi nya sanagat bagus dh mudah di gunakan saya sangat senang menggunakan nya dari sini saya banyak mengenal teman"" dari beda kota",5,1,14.13.0,2023-07-31 04:14:21,,,14.13.0
2724,e94a606c-5ee9-4338-bf34-b75d1fd58a05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mau daftar aja gak bs...loading mulu gak kelar dr pagi ampe malam... Auto uninstall deh,1,0,,2023-07-31 11:33:04,,,
2725,be0bfc50-56a9-432a-9056-9eb8232e5a65,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Saya cuma mau kasih saran, kalau bisa tambahkan fitur match yang sudah dihapus dapat dipulihkan kembali, seperti blokir dan buka blokir",3,0,15.1.0,2024-02-18 04:23:50,,,15.1.0
2726,df5464a4-33e2-4a91-ab85-4196893a2e27,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kenapa tiba tiba akun saya gabisa dibuka, baru aja beli yg premium eh malah langsung gabisa dibuka aneh bgt",1,5,14.14.0,2023-08-13 00:38:54,,,14.14.0
2727,e42ab786-33e9-4947-8ec3-58cbe11c1869,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tinder saya error,tidak dapat menyukai teman,tidak dapat melihat profil teman,tidak dapat membuka dan mengirim pesan",4,0,14.22.1,2023-11-28 03:53:33,,,14.22.1
2728,e82f52b2-0d62-4df8-a6e9-0b82f3db5a7a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk saya tiba² teruninstal sendiri, bolak balik instal lagi tidak bisa😏. Kecewa sih",1,0,,2023-07-31 14:47:16,,,
2729,6c7a372a-42c6-41cb-b37c-0b7dcda421dd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sistem keamanan nya sangat kurang baru download akun udh ficekal katanya spam chat padahal ga pernah buka apk sangat kecewa,1,0,,2023-11-13 13:06:09,,,
2730,26066d98-0bb8-44d6-b4c4-ec7ee2ab97d1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Amplikasi apaan mana ada .klw bukan orang yg bisa baca dan tulis.kehaharusan perifikasi .mana iklan banyak,1,0,,2023-07-26 11:23:21,,,
2731,db6556e7-d532-4ee7-b1c6-8c300c53476c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Jika anda di cekal kemungkinan karena tidak menggunakan fitur berbayar, saya juga begitu tidak melakukan apa-apa tiba-tiba di cekal wkwk",1,0,14.10.0,2023-06-13 17:06:29,,,14.10.0
2732,02f5ae76-5b6a-4190-9f70-8f53ee5c7868,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tutup aja apliaksinya, gw gak bermasalah tapi dicekal, gak pernah pakai photo org pulak, atau berbuat apa apa....mana masih berlangganan, motong biaya",1,0,,2023-11-04 08:48:36,,,
2733,5b65c29b-7a54-4953-b0b9-ee6073255685,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gapernah bikin akun tinder, sekalinya daftar gabisa yg ada tulisan akun dicekal. aneh org ga nglakuin apaa"" 😩",1,0,,2023-11-10 16:18:39,,,
2734,d3f76462-e81e-4234-87b6-13fd3a3aef87,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Banyak akun yang tidak menampilkan foto wajah atau foto asli pemilik akun. Tolong tinder perbaikilah,4,2,14.20.0,2023-11-01 07:21:14,,,14.20.0
2735,37a44656-abe9-494c-8d85-2b4b745ef28a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong di perbaiki lagi dong masa untuk pembayaran melalui pulsa tidak bisa sih padahal punya masih banyak,5,0,11.15.0,2020-05-20 17:35:13,,,11.15.0
2736,26a44b31-3ddf-4a63-837b-4930bc4483eb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tidak bisa masuk daftar saja pun tak bisa puta putar di bagian verifikasi balik lagi dst,1,2,14.23.0,2023-12-05 06:42:38,,,14.23.0
2737,05bc757f-4f8b-418b-9b05-64954406e57b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Kasih bintang lima supaya orng liat,bagi yg cari jodoh tpi terkendala biaya aplikasi mnding donload tantan lebih ramah + di ksih percobaan premium7 hari",5,0,,2023-07-02 12:19:56,,,
2738,8b880cf0-fa9f-44b3-a234-9f3f562f59c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dah lama pakai apk ini nyaman aja, tapi ko tiba² tidak bisa masuk lagi tanpa alasannya apa",1,0,12.5.0,2024-02-11 01:25:31,,,12.5.0
2739,bde2dd8a-b95b-425a-ba98-d0953bf985ff,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tinder tibatiba keluar sendiri tanpa sebab, pdhl udh upgrade ke platinum, pas login tbtb di ban, gajelas kntol",2,5,14.14.0,2023-08-05 04:08:48,,,14.14.0
2740,83b9fca5-855c-4080-8204-319117dfe2ef,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi apaan tiba2 main blokir saya dibilang saya ada konten dewasa saya banding juga gak bisa.. Malah di ban permanen pdhal gk pernah mesum dll,1,0,,2024-04-03 18:03:09,,,
2741,79761765-e52e-4981-a47b-e1153143a8e5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"tiba tiba akun dikunci ga bisa masuk,ga ada pemberitahuan apapun,apk yang sangat buruk uninstall aja lah👎",1,1,14.24.3,2024-01-29 05:31:15,,,14.24.3
2742,08394101-ce22-4b5c-bcd1-27ecbfe2abf4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baru dibagian daftar udah banyak bug. Bodohlah pindah apps sudah,1,0,11.21.0,2021-07-27 21:00:36,,,11.21.0
2743,c32d6419-302b-46e6-8bfc-c2b5e80ae79c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Inj kok tinder bukan kek dulu lagi jelek sekarang ,masa aku udh klik tampilkan hanya wanjta aja tapi malah random laki laki ada juga jelek bngtt😡😡👎👎👎",2,0,14.2.0,2024-03-23 17:03:51,,,14.2.0
2744,e2e2e72d-4986-49d6-b54e-8ea3d012ca15,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aneh banget baru juga buat akun terus tiba tiba gabisa dibuka terus tiba tiba akun dicekal sama tindernya,1,0,,2023-12-23 06:08:37,,,
2745,e22107ac-a4b4-4ec5-a8e0-f78bf66a78c7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi tinder sekarang ga kaya dulu, dulu bisa akses sekarang mentok di logo doang tolong diperbaharui lah",1,1,14.24.3,2024-01-10 14:19:54,,,14.24.3
2746,a7facd0b-0b23-4e74-bbfc-d7b5e161d195,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baru gabung langsung di tangguhkan emailnya.. Katanya ga bisa masuk lagi.. Apose aplikasi inj? GJ,1,0,,2023-07-16 02:34:27,,,
2747,c687878d-6619-492e-a356-fd07656835ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasi pertemanan yang keren.. jd bisa mengenal teman dari berbagai belahan dunia...,5,0,,2023-10-02 05:41:23,,,
2748,8c77f08e-4d54-4def-a69d-bc243571af19,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenape loh tinder gue udh geser kanan dan geser kiri terus gue keluar apk kok pas masuk apk malah orang2nya yg udh gue geser2 muncul lagi?,2,0,,2023-06-22 22:07:29,,,
2749,1a58d585-aa22-4c21-b74e-543cbe962fab,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Abis di Upgrade malah ga bisa di pake, udah hampir sebulan something wrong truzzzzzz",1,0,,2023-11-08 02:52:35,,,
2750,d9747687-1bfa-4077-8dd0-fd146f3b523d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baru aja di download ga bisa dipake apk'nya. Kenapa layar hp jd putih semua? Apakah apk ini hanya support untuk versi android di atas android 11,1,0,13.16.0,2022-09-14 20:51:42,,,13.16.0
2751,1373aba8-dc6d-450d-bb24-2555907028af,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Saya kasih bintang 3 coz gk bisa buka chat.. dan untk sementara saya uninstal.. klo udah di perbaiki baru saya instal lagi,4,5,9.10.0,2018-09-21 21:41:41,,,9.10.0
2752,50023a4c-3c24-418d-992d-e6279e2933c7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Jadi gak bisa di pake gak ada tanggapan apa apa pemberitahuan match or kirim pesan juga udah nih inget gak guna,2,0,14.23.0,2023-12-19 09:01:09,,,14.23.0
2753,1b92a4f5-17fb-4660-8758-82d152b789d3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ga Bisa chat, minta ketuk terus, Minta login terus tiap di keluar app, login lagi ny jga susah, ga mutu 😬",5,3,10.4.1,2019-01-12 11:58:28,,,10.4.1
2754,72571c39-535d-4d0f-a382-3791cbcd6be8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"terlalu sempit bila mode gratis, kalo premium kemahalan.",3,0,,2023-09-09 23:56:29,,,
2755,93764098-06c8-4efa-b152-daf004afe1e3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Baru buat udh verfikasi foto ga mau aku. Di tutup permanen dan di cekal wkwkwk ngakak ga mau di maini yaudah masih bnyk aplikasi lain.,1,0,,2023-12-26 22:28:20,,,
2756,e44b7ef7-d43d-4a07-88f7-cdbc3489cd69,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tolong di perbaiki lg untuk aplikasi nya karna selalu ngebag keluar sendiri pahal sdh di verifikasi masih saja ngebag,1,0,,2023-06-22 01:42:14,,,
2757,df102dd9-d23b-4b8b-8b87-f49721a61bc1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tiba-tiba dicekal gak bisa masuk, ya udah no problem langsung unistall aja.",1,2,14.24.3,2024-01-25 19:03:27,,,14.24.3
2758,a82f11b0-38bf-4700-a662-1f78644e80ed,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apknya ngga bisa di buka dan banyak permasalahan di dalamnya, tolong di update kembali, biar bisa di buka kembali",1,5,14.16.0,2023-09-05 19:52:21,,,14.16.0
2759,ad882d38-dc6a-42c7-8b12-a9cc39bbbb9c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"kenapa akun saya tiba tiba di cekal, gaberes aplikasi ini, mending jangan ada yg download ini aplikasi, udah banyak korban isi data pribadi terus akun tiba tiba di cekal tanpa alasan",1,0,,2023-10-10 11:24:45,,,
2760,a148e5fa-2da4-4764-bd48-14b947643ba7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi minus pokoknya minuss jangan pada download,ini aplikasi berkedok mencuri data pribadi orang lain, tolong dong pihak playstore tutup aja ini apk",1,4,14.13.0,2023-07-14 23:27:01,,,14.13.0
2761,537ee6ae-424a-4ff1-8213-4eafb84b81fb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Apk tolol mau login aja terjadi kesalahan terus, padahal jaringan internet stabil👎",1,5,14.17.0,2023-09-19 13:46:45,,,14.17.0
2762,410f2d58-d6ea-444e-ae89-8c4c863879e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tolong pihak tinder bantu saya, sudah 2 nomor telp dan 2 email saya di blokir. Ketika mendaftarkan aplikasi ini. Padahal gasalah apaapa baru mau daftar dah muncul ket di blokir blokir aja hadeu",1,62,12.23.0,2022-01-10 06:11:01,,,12.23.0
2763,c63a9b99-5dcc-4a3a-82bf-2bfe9975472e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Wey yg koment app ini berbayar sadar diri wkwkwk, udah di cariin jodoh minta gratis terus ,ada batesnya lah.... Orang mahal mahal cape bikin aplikasi buat jodohin lu pada malah di kasih bintang 1, MUKA LU aja yg kaya JAMET , jodoh milih milih...sok ganteng sok cantik anjir.... 🤣🤣🤣🤣",5,0,,2021-01-14 09:02:33,,,
2764,d158522b-4275-4894-92f7-90b0e0a3b829,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"aplikasi gb*k(!) gatu kesalahan apa ,padhal udah sopan, foto asli juga, kenapa di tutup akun ku nyesel ketemu apk macam gajelas!!",1,0,,2023-08-08 18:53:49,,,
2765,8d9182b1-62dc-4dd8-bc3d-f9b1e6f184dc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Lagi ngechat, tiba2 ke logout sendiri, gk bisa login lagi, nice",1,0,11.12.0,2020-04-17 10:47:32,,,11.12.0
2766,ae34462e-dbde-44da-9086-caa0d2220508,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tiba2 logout sendiri dan gak bisa login padahal udah langganan buang2 duit aja,1,4,14.17.0,2023-09-19 13:54:16,,,14.17.0
2767,4ae1aed6-8469-41ac-8eca-0c9f7a90d982,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi apa ini? Tiba2 di cekal, gabisa login, padahal saya merasa tidak berbuat senonoh atau hal negatif, tidak logis",1,0,,2023-10-18 11:17:57,,,
2768,d8ffc78e-760d-4d8d-a53a-b0eea9affc27,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Aplikasi ga jelas nyesel download,,bru daftar akun di cekal,ngelakuin ksalahan jga kgk,buat yg blm download sbaiknya jgn sbelum nyesel.",1,3,14.13.0,2023-08-30 10:26:41,,,14.13.0
2769,d8eb8c99-28df-4ae5-9283-ff2cfe173212,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,SANGAT KECEWA!!! sesudah download knpa pas dibuka gak bisa... Malah layar'a putih semuah!!!,1,5,11.5.0,2019-12-21 11:33:46,,,11.5.0
